group,assigned_split,source_split,variant,classes,source_image,included,output_image
picture_hole_183__v2,train,train,r270,0,train/images/picture_hole_183__v2_r270.png,True,split_v3/train/images/picture_hole_183__v2_r270.png
picture_hole_183__v2,train,train,r90,0,train/images/picture_hole_183__v2_r90.png,True,split_v3/train/images/picture_hole_183__v2_r90.png
picture_hole_184,train,train,base,0,train/images/picture_hole_184.png,True,split_v3/train/images/picture_hole_184.png
picture_hole_184,train,train,g0.6,0,train/images/picture_hole_184_g0.6.png,False,
picture_hole_184,train,train,g1.6,0,train/images/picture_hole_184_g1.6.png,False,
picture_hole_184,train,train,r180,0,train/images/picture_hole_184_r180.png,True,split_v3/train/images/picture_hole_184_r180.png
picture_hole_184,train,train,r270,0,train/images/picture_hole_184_r270.png,True,split_v3/train/images/picture_hole_184_r270.png
picture_hole_184,train,train,r90,0,train/images/picture_hole_184_r90.png,True,split_v3/train/images/picture_hole_184_r90.png
picture_hole_184__v2,val,train,base,0,train/images/picture_hole_184__v2.png,True,split_v3/val/images/picture_hole_184__v2.png
picture_hole_184__v2,val,train,g0.6,0,train/images/picture_hole_184__v2_g0.6.png,False,
picture_hole_184__v2,val,train,g1.6,0,train/images/picture_hole_184__v2_g1.6.png,False,
picture_hole_184__v2,val,train,r180,0,train/images/picture_hole_184__v2_r180.png,False,
picture_hole_184__v2,val,train,r270,0,train/images/picture_hole_184__v2_r270.png,False,
picture_hole_184__v2,val,train,r90,0,train/images/picture_hole_184__v2_r90.png,False,
picture_hole_185,train,train,base,0,train/images/picture_hole_185.png,True,split_v3/train/images/picture_hole_185.png
picture_hole_185,train,train,g0.6,0,train/images/picture_hole_185_g0.6.png,False,
picture_hole_185,train,train,g1.6,0,train/images/picture_hole_185_g1.6.png,False,
picture_hole_185,train,train,r180,0,train/images/picture_hole_185_r180.png,True,split_v3/train/images/picture_hole_185_r180.png
picture_hole_185,train,train,r270,0,train/images/picture_hole_185_r270.png,True,split_v3/train/images/picture_hole_185_r270.png
picture_hole_185,train,train,r90,0,train/images/picture_hole_185_r90.png,True,split_v3/train/images/picture_hole_185_r90.png
picture_hole_185__v2,train,train,base,0,train/images/picture_hole_185__v2.png,True,split_v3/train/images/picture_hole_185__v2.png
picture_hole_185__v2,train,train,g0.6,0,train/images/picture_hole_185__v2_g0.6.png,False,
picture_hole_185__v2,train,train,g1.6,0,train/images/picture_hole_185__v2_g1.6.png,False,
picture_hole_185__v2,train,train,r180,0,train/images/picture_hole_185__v2_r180.png,True,split_v3/train/images/picture_hole_185__v2_r180.png
picture_hole_185__v2,train,train,r270,0,train/images/picture_hole_185__v2_r270.png,True,split_v3/train/images/picture_hole_185__v2_r270.png
picture_hole_185__v2,train,train,r90,0,train/images/picture_hole_185__v2_r90.png,True,split_v3/train/images/picture_hole_185__v2_r90.png
picture_hole_186,train,train,base,0,train/images/picture_hole_186.png,True,split_v3/train/images/picture_hole_186.png
picture_hole_186,train,train,g0.6,0,train/images/picture_hole_186_g0.6.png,False,
picture_hole_186,train,train,g1.6,0,train/images/picture_hole_186_g1.6.png,False,
picture_hole_186,train,train,r180,0,train/images/picture_hole_186_r180.png,True,split_v3/train/images/picture_hole_186_r180.png
picture_hole_186,train,train,r270,0,train/images/picture_hole_186_r270.png,True,split_v3/train/images/picture_hole_186_r270.png
picture_hole_186,train,train,r90,0,train/images/picture_hole_186_r90.png,True,split_v3/train/images/picture_hole_186_r90.png
picture_hole_186__v2,train,train,base,0,train/images/picture_hole_186__v2.png,True,split_v3/train/images/picture_hole_186__v2.png
picture_hole_186__v2,train,train,g0.6,0,train/images/picture_hole_186__v2_g0.6.png,False,
picture_hole_186__v2,train,train,g1.6,0,train/images/picture_hole_186__v2_g1.6.png,False,
picture_hole_186__v2,train,train,r180,0,train/images/picture_hole_186__v2_r180.png,True,split_v3/train/images/picture_hole_186__v2_r180.png
picture_hole_186__v2,train,train,r270,0,train/images/picture_hole_186__v2_r270.png,True,split_v3/train/images/picture_hole_186__v2_r270.png
picture_hole_186__v2,train,train,r90,0,train/images/picture_hole_186__v2_r90.png,True,split_v3/train/images/picture_hole_186__v2_r90.png
picture_hole_187,train,train,base,0,train/images/picture_hole_187.png,True,split_v3/train/images/picture_hole_187.png
picture_hole_187,train,train,g0.6,0,train/images/picture_hole_187_g0.6.png,False,
picture_hole_187,train,train,g1.6,0,train/images/picture_hole_187_g1.6.png,False,
picture_hole_187,train,train,r180,0,train/images/picture_hole_187_r180.png,True,split_v3/train/images/picture_hole_187_r180.png
picture_hole_187,train,train,r270,0,train/images/picture_hole_187_r270.png,True,split_v3/train/images/picture_hole_187_r270.png
picture_hole_187,train,train,r90,0,train/images/picture_hole_187_r90.png,True,split_v3/train/images/picture_hole_187_r90.png
picture_hole_187__v2,val,train,base,0,train/images/picture_hole_187__v2.png,True,split_v3/val/images/picture_hole_187__v2.png
picture_hole_187__v2,val,train,g0.6,0,train/images/picture_hole_187__v2_g0.6.png,False,
picture_hole_187__v2,val,train,g1.6,0,train/images/picture_hole_187__v2_g1.6.png,False,
picture_hole_187__v2,val,train,r180,0,train/images/picture_hole_187__v2_r180.png,False,
picture_hole_187__v2,val,train,r270,0,train/images/picture_hole_187__v2_r270.png,False,
picture_hole_187__v2,val,train,r90,0,train/images/picture_hole_187__v2_r90.png,False,
picture_hole_188,train,train,base,0,train/images/picture_hole_188.png,True,split_v3/train/images/picture_hole_188.png
picture_hole_188,train,train,g0.6,0,train/images/picture_hole_188_g0.6.png,False,
picture_hole_188,train,train,g1.6,0,train/images/picture_hole_188_g1.6.png,False,
picture_hole_188,train,train,r180,0,train/images/picture_hole_188_r180.png,True,split_v3/train/images/picture_hole_188_r180.png
picture_hole_188,train,train,r270,0,train/images/picture_hole_188_r270.png,True,split_v3/train/images/picture_hole_188_r270.png
picture_hole_188,train,train,r90,0,train/images/picture_hole_188_r90.png,True,split_v3/train/images/picture_hole_188_r90.png
picture_hole_188__v2,train,train,base,0,train/images/picture_hole_188__v2.png,True,split_v3/train/images/picture_hole_188__v2.png
picture_hole_188__v2,train,train,g0.6,0,train/images/picture_hole_188__v2_g0.6.png,False,
picture_hole_188__v2,train,train,g1.6,0,train/images/picture_hole_188__v2_g1.6.png,False,
picture_hole_188__v2,train,train,r180,0,train/images/picture_hole_188__v2_r180.png,True,split_v3/train/images/picture_hole_188__v2_r180.png
picture_hole_188__v2,train,train,r270,0,train/images/picture_hole_188__v2_r270.png,True,split_v3/train/images/picture_hole_188__v2_r270.png
picture_hole_188__v2,train,train,r90,0,train/images/picture_hole_188__v2_r90.png,True,split_v3/train/images/picture_hole_188__v2_r90.png
picture_hole_189,train,train,base,0,train/images/picture_hole_189.png,True,split_v3/train/images/picture_hole_189.png
picture_hole_189,train,train,g0.6,0,train/images/picture_hole_189_g0.6.png,False,
picture_hole_189,train,train,g1.6,0,train/images/picture_hole_189_g1.6.png,False,
picture_hole_189,train,train,r180,0,train/images/picture_hole_189_r180.png,True,split_v3/train/images/picture_hole_189_r180.png
picture_hole_189,train,train,r270,0,train/images/picture_hole_189_r270.png,True,split_v3/train/images/picture_hole_189_r270.png
picture_hole_189,train,train,r90,0,train/images/picture_hole_189_r90.png,True,split_v3/train/images/picture_hole_189_r90.png
picture_hole_189__v2,test,train,base,0,train/images/picture_hole_189__v2.png,True,split_v3/test/images/picture_hole_189__v2.png
picture_hole_189__v2,test,train,g0.6,0,train/images/picture_hole_189__v2_g0.6.png,False,
picture_hole_189__v2,test,train,g1.6,0,train/images/picture_hole_189__v2_g1.6.png,False,
picture_hole_189__v2,test,train,r180,0,train/images/picture_hole_189__v2_r180.png,False,
picture_hole_189__v2,test,train,r270,0,train/images/picture_hole_189__v2_r270.png,False,
picture_hole_189__v2,test,train,r90,0,train/images/picture_hole_189__v2_r90.png,False,
picture_hole_190,train,train,base,0,train/images/picture_hole_190.png,True,split_v3/train/images/picture_hole_190.png
picture_hole_190,train,train,g0.6,0,train/images/picture_hole_190_g0.6.png,False,
picture_hole_190,train,train,g1.6,0,train/images/picture_hole_190_g1.6.png,False,
picture_hole_190,train,train,r180,0,train/images/picture_hole_190_r180.png,True,split_v3/train/images/picture_hole_190_r180.png
picture_hole_190,train,train,r270,0,train/images/picture_hole_190_r270.png,True,split_v3/train/images/picture_hole_190_r270.png
picture_hole_190,train,train,r90,0,train/images/picture_hole_190_r90.png,True,split_v3/train/images/picture_hole_190_r90.png
picture_hole_190__v2,test,train,base,0,train/images/picture_hole_190__v2.png,True,split_v3/test/images/picture_hole_190__v2.png
picture_hole_190__v2,test,train,g0.6,0,train/images/picture_hole_190__v2_g0.6.png,False,
picture_hole_190__v2,test,train,g1.6,0,train/images/picture_hole_190__v2_g1.6.png,False,
picture_hole_190__v2,test,train,r180,0,train/images/picture_hole_190__v2_r180.png,False,
picture_hole_190__v2,test,train,r270,0,train/images/picture_hole_190__v2_r270.png,False,
picture_hole_190__v2,test,train,r90,0,train/images/picture_hole_190__v2_r90.png,False,
picture_hole_191,train,train,base,0,train/images/picture_hole_191.png,True,split_v3/train/images/picture_hole_191.png
picture_hole_191,train,train,g0.6,0,train/images/picture_hole_191_g0.6.png,False,
picture_hole_191,train,train,g1.6,0,train/images/picture_hole_191_g1.6.png,False,
picture_hole_191,train,train,r180,0,train/images/picture_hole_191_r180.png,True,split_v3/train/images/picture_hole_191_r180.png
picture_hole_191,train,train,r270,0,train/images/picture_hole_191_r270.png,True,split_v3/train/images/picture_hole_191_r270.png
picture_hole_191,train,train,r90,0,train/images/picture_hole_191_r90.png,True,split_v3/train/images/picture_hole_191_r90.png
picture_hole_191__v2,train,train,base,0,train/images/picture_hole_191__v2.png,True,split_v3/train/images/picture_hole_191__v2.png
picture_hole_191__v2,train,train,g0.6,0,train/images/picture_hole_191__v2_g0.6.png,False,
picture_hole_191__v2,train,train,g1.6,0,train/images/picture_hole_191__v2_g1.6.png,False,
picture_hole_191__v2,train,train,r180,0,train/images/picture_hole_191__v2_r180.png,True,split_v3/train/images/picture_hole_191__v2_r180.png
picture_hole_191__v2,train,train,r270,0,train/images/picture_hole_191__v2_r270.png,True,split_v3/train/images/picture_hole_191__v2_r270.png
picture_hole_191__v2,train,train,r90,0,train/images/picture_hole_191__v2_r90.png,True,split_v3/train/images/picture_hole_191__v2_r90.png
picture_hole_192,val,train,base,0,train/images/picture_hole_192.png,True,split_v3/val/images/picture_hole_192.png
picture_hole_192,val,train,g0.6,0,train/images/picture_hole_192_g0.6.png,False,
picture_hole_192,val,train,g1.6,0,train/images/picture_hole_192_g1.6.png,False,
picture_hole_192,val,train,r180,0,train/images/picture_hole_192_r180.png,False,
picture_hole_192,val,train,r270,0,train/images/picture_hole_192_r270.png,False,
picture_hole_192,val,train,r90,0,train/images/picture_hole_192_r90.png,False,
picture_hole_192__v2,train,train,base,0,train/images/picture_hole_192__v2.png,True,split_v3/train/images/picture_hole_192__v2.png
picture_hole_192__v2,train,train,g0.6,0,train/images/picture_hole_192__v2_g0.6.png,False,
picture_hole_192__v2,train,train,g1.6,0,train/images/picture_hole_192__v2_g1.6.png,False,
picture_hole_192__v2,train,train,r180,0,train/images/picture_hole_192__v2_r180.png,True,split_v3/train/images/picture_hole_192__v2_r180.png
picture_hole_192__v2,train,train,r270,0,train/images/picture_hole_192__v2_r270.png,True,split_v3/train/images/picture_hole_192__v2_r270.png
picture_hole_192__v2,train,train,r90,0,train/images/picture_hole_192__v2_r90.png,True,split_v3/train/images/picture_hole_192__v2_r90.png
picture_hole_193,train,train,base,0,train/images/picture_hole_193.png,True,split_v3/train/images/picture_hole_193.png
picture_hole_193,train,train,g0.6,0,train/images/picture_hole_193_g0.6.png,False,
picture_hole_193,train,train,g1.6,0,train/images/picture_hole_193_g1.6.png,False,
picture_hole_193,train,train,r180,0,train/images/picture_hole_193_r180.png,True,split_v3/train/images/picture_hole_193_r180.png
picture_hole_193,train,train,r270,0,train/images/picture_hole_193_r270.png,True,split_v3/train/images/picture_hole_193_r270.png
picture_hole_193,train,train,r90,0,train/images/picture_hole_193_r90.png,True,split_v3/train/images/picture_hole_193_r90.png
picture_hole_193__v2,train,train,base,0,train/images/picture_hole_193__v2.png,True,split_v3/train/images/picture_hole_193__v2.png
picture_hole_193__v2,train,train,g0.6,0,train/images/picture_hole_193__v2_g0.6.png,False,
picture_hole_193__v2,train,train,g1.6,0,train/images/picture_hole_193__v2_g1.6.png,False,
picture_hole_193__v2,train,train,r180,0,train/images/picture_hole_193__v2_r180.png,True,split_v3/train/images/picture_hole_193__v2_r180.png
picture_hole_193__v2,train,train,r270,0,train/images/picture_hole_193__v2_r270.png,True,split_v3/train/images/picture_hole_193__v2_r270.png
picture_hole_193__v2,train,train,r90,0,train/images/picture_hole_193__v2_r90.png,True,split_v3/train/images/picture_hole_193__v2_r90.png
picture_hole_194,train,train,base,0,train/images/picture_hole_194.png,True,split_v3/train/images/picture_hole_194.png
picture_hole_194,train,train,g0.6,0,train/images/picture_hole_194_g0.6.png,False,
picture_hole_194,train,train,g1.6,0,train/images/picture_hole_194_g1.6.png,False,
picture_hole_194,train,train,r180,0,train/images/picture_hole_194_r180.png,True,split_v3/train/images/picture_hole_194_r180.png
picture_hole_194,train,train,r270,0,train/images/picture_hole_194_r270.png,True,split_v3/train/images/picture_hole_194_r270.png
picture_hole_194,train,train,r90,0,train/images/picture_hole_194_r90.png,True,split_v3/train/images/picture_hole_194_r90.png
picture_hole_194__v2,train,train,base,0,train/images/picture_hole_194__v2.png,True,split_v3/train/images/picture_hole_194__v2.png
picture_hole_194__v2,train,train,g0.6,0,train/images/picture_hole_194__v2_g0.6.png,False,
picture_hole_194__v2,train,train,g1.6,0,train/images/picture_hole_194__v2_g1.6.png,False,
picture_hole_194__v2,train,train,r180,0,train/images/picture_hole_194__v2_r180.png,True,split_v3/train/images/picture_hole_194__v2_r180.png
picture_hole_194__v2,train,train,r270,0,train/images/picture_hole_194__v2_r270.png,True,split_v3/train/images/picture_hole_194__v2_r270.png
picture_hole_194__v2,train,train,r90,0,train/images/picture_hole_194__v2_r90.png,True,split_v3/train/images/picture_hole_194__v2_r90.png
picture_hole_195,train,train,base,0,train/images/picture_hole_195.png,True,split_v3/train/images/picture_hole_195.png
picture_hole_195,train,train,g0.6,0,train/images/picture_hole_195_g0.6.png,False,
picture_hole_195,train,train,g1.6,0,train/images/picture_hole_195_g1.6.png,False,
picture_hole_195,train,train,r180,0,train/images/picture_hole_195_r180.png,True,split_v3/train/images/picture_hole_195_r180.png
picture_hole_195,train,train,r270,0,train/images/picture_hole_195_r270.png,True,split_v3/train/images/picture_hole_195_r270.png
picture_hole_195,train,train,r90,0,train/images/picture_hole_195_r90.png,True,split_v3/train/images/picture_hole_195_r90.png
picture_hole_195__v2,train,train,base,0,train/images/picture_hole_195__v2.png,True,split_v3/train/images/picture_hole_195__v2.png
picture_hole_195__v2,train,train,g0.6,0,train/images/picture_hole_195__v2_g0.6.png,False,
picture_hole_195__v2,train,train,g1.6,0,train/images/picture_hole_195__v2_g1.6.png,False,
picture_hole_195__v2,train,train,r180,0,train/images/picture_hole_195__v2_r180.png,True,split_v3/train/images/picture_hole_195__v2_r180.png
picture_hole_195__v2,train,train,r270,0,train/images/picture_hole_195__v2_r270.png,True,split_v3/train/images/picture_hole_195__v2_r270.png
picture_hole_195__v2,train,train,r90,0,train/images/picture_hole_195__v2_r90.png,True,split_v3/train/images/picture_hole_195__v2_r90.png
picture_hole_196,train,test,base,0,test/images/picture_hole_196.png,True,split_v3/train/images/picture_hole_196.png
picture_hole_196,train,train,base,0,train/images/picture_hole_196.png,True,split_v3/train/images/picture_hole_196__src_train.png
picture_hole_196,train,train,g0.6,0,train/images/picture_hole_196_g0.6.png,False,
picture_hole_196,train,train,g1.6,0,train/images/picture_hole_196_g1.6.png,False,
picture_hole_196,train,train,r180,0,train/images/picture_hole_196_r180.png,True,split_v3/train/images/picture_hole_196_r180.png
picture_hole_196,train,train,r270,0,train/images/picture_hole_196_r270.png,True,split_v3/train/images/picture_hole_196_r270.png
picture_hole_196,train,train,r90,0,train/images/picture_hole_196_r90.png,True,split_v3/train/images/picture_hole_196_r90.png
picture_hole_197,val,train,base,0,train/images/picture_hole_197.png,True,split_v3/val/images/picture_hole_197.png
picture_hole_197,val,train,g0.6,0,train/images/picture_hole_197_g0.6.png,False,
picture_hole_197,val,train,g1.6,0,train/images/picture_hole_197_g1.6.png,False,
picture_hole_197,val,train,r180,0,train/images/picture_hole_197_r180.png,False,
picture_hole_197,val,train,r270,0,train/images/picture_hole_197_r270.png,False,
picture_hole_197,val,train,r90,0,train/images/picture_hole_197_r90.png,False,
picture_hole_197__v2,train,train,base,0,train/images/picture_hole_197__v2.png,True,split_v3/train/images/picture_hole_197__v2.png
picture_hole_197__v2,train,train,g0.6,0,train/images/picture_hole_197__v2_g0.6.png,False,
picture_hole_197__v2,train,train,g1.6,0,train/images/picture_hole_197__v2_g1.6.png,False,
picture_hole_197__v2,train,train,r180,0,train/images/picture_hole_197__v2_r180.png,True,split_v3/train/images/picture_hole_197__v2_r180.png
picture_hole_197__v2,train,train,r270,0,train/images/picture_hole_197__v2_r270.png,True,split_v3/train/images/picture_hole_197__v2_r270.png
picture_hole_197__v2,train,train,r90,0,train/images/picture_hole_197__v2_r90.png,True,split_v3/train/images/picture_hole_197__v2_r90.png
picture_hole_198,test,train,base,0,train/images/picture_hole_198.png,True,split_v3/test/images/picture_hole_198.png
picture_hole_198,test,train,g0.6,0,train/images/picture_hole_198_g0.6.png,False,
picture_hole_198,test,train,g1.6,0,train/images/picture_hole_198_g1.6.png,False,
picture_hole_198,test,train,r180,0,train/images/picture_hole_198_r180.png,False,
picture_hole_198,test,train,r270,0,train/images/picture_hole_198_r270.png,False,
picture_hole_198,test,train,r90,0,train/images/picture_hole_198_r90.png,False,
picture_hole_198__v2,val,train,base,0,train/images/picture_hole_198__v2.png,True,split_v3/val/images/picture_hole_198__v2.png
picture_hole_198__v2,val,train,g0.6,0,train/images/picture_hole_198__v2_g0.6.png,False,
picture_hole_198__v2,val,train,g1.6,0,train/images/picture_hole_198__v2_g1.6.png,False,
picture_hole_198__v2,val,train,r180,0,train/images/picture_hole_198__v2_r180.png,False,
picture_hole_198__v2,val,train,r270,0,train/images/picture_hole_198__v2_r270.png,False,
picture_hole_198__v2,val,train,r90,0,train/images/picture_hole_198__v2_r90.png,False,
picture_hole_199,train,train,base,0,train/images/picture_hole_199.png,True,split_v3/train/images/picture_hole_199.png
picture_hole_199,train,train,g0.6,0,train/images/picture_hole_199_g0.6.png,False,
picture_hole_199,train,train,g1.6,0,train/images/picture_hole_199_g1.6.png,False,
picture_hole_199,train,train,r180,0,train/images/picture_hole_199_r180.png,True,split_v3/train/images/picture_hole_199_r180.png
picture_hole_199,train,train,r270,0,train/images/picture_hole_199_r270.png,True,split_v3/train/images/picture_hole_199_r270.png
picture_hole_199,train,train,r90,0,train/images/picture_hole_199_r90.png,True,split_v3/train/images/picture_hole_199_r90.png
picture_hole_199__v2,train,train,base,0,train/images/picture_hole_199__v2.png,True,split_v3/train/images/picture_hole_199__v2.png
picture_hole_199__v2,train,train,g0.6,0,train/images/picture_hole_199__v2_g0.6.png,False,
picture_hole_199__v2,train,train,g1.6,0,train/images/picture_hole_199__v2_g1.6.png,False,
picture_hole_199__v2,train,train,r180,0,train/images/picture_hole_199__v2_r180.png,True,split_v3/train/images/picture_hole_199__v2_r180.png
picture_hole_199__v2,train,train,r270,0,train/images/picture_hole_199__v2_r270.png,True,split_v3/train/images/picture_hole_199__v2_r270.png
picture_hole_199__v2,train,train,r90,0,train/images/picture_hole_199__v2_r90.png,True,split_v3/train/images/picture_hole_199__v2_r90.png
picture_hole_200,test,train,base,0,train/images/picture_hole_200.png,True,split_v3/test/images/picture_hole_200.png
picture_hole_200,test,train,g0.6,0,train/images/picture_hole_200_g0.6.png,False,
picture_hole_200,test,train,g1.6,0,train/images/picture_hole_200_g1.6.png,False,
picture_hole_200,test,train,r180,0,train/images/picture_hole_200_r180.png,False,
picture_hole_200,test,train,r270,0,train/images/picture_hole_200_r270.png,False,
picture_hole_200,test,train,r90,0,train/images/picture_hole_200_r90.png,False,
picture_hole_200,test,val,base,0,val/images/picture_hole_200.png,False,
picture_hole_201,train,test,base,0,test/images/picture_hole_201.png,True,split_v3/train/images/picture_hole_201.png
picture_hole_201,train,train,base,0,train/images/picture_hole_201.png,True,split_v3/train/images/picture_hole_201__src_train.png
picture_hole_201,train,train,g0.6,0,train/images/picture_hole_201_g0.6.png,False,
picture_hole_201,train,train,g1.6,0,train/images/picture_hole_201_g1.6.png,False,
picture_hole_201,train,train,r180,0,train/images/picture_hole_201_r180.png,True,split_v3/train/images/picture_hole_201_r180.png
picture_hole_201,train,train,r270,0,train/images/picture_hole_201_r270.png,True,split_v3/train/images/picture_hole_201_r270.png
picture_hole_201,train,train,r90,0,train/images/picture_hole_201_r90.png,True,split_v3/train/images/picture_hole_201_r90.png
picture_hole_202,train,test,base,0,test/images/picture_hole_202.png,True,split_v3/train/images/picture_hole_202.png
picture_hole_202,train,train,base,0,train/images/picture_hole_202.png,True,split_v3/train/images/picture_hole_202__src_train.png
picture_hole_202,train,train,g0.6,0,train/images/picture_hole_202_g0.6.png,False,
picture_hole_202,train,train,g1.6,0,train/images/picture_hole_202_g1.6.png,False,
picture_hole_202,train,train,r180,0,train/images/picture_hole_202_r180.png,True,split_v3/train/images/picture_hole_202_r180.png
picture_hole_202,train,train,r270,0,train/images/picture_hole_202_r270.png,True,split_v3/train/images/picture_hole_202_r270.png
picture_hole_202,train,train,r90,0,train/images/picture_hole_202_r90.png,True,split_v3/train/images/picture_hole_202_r90.png
picture_hole_203,train,test,base,0,test/images/picture_hole_203.png,True,split_v3/train/images/picture_hole_203.png
picture_hole_203,train,val,base,0,val/images/picture_hole_203.png,True,split_v3/train/images/picture_hole_203__src_val.png
picture_hole_204,train,train,base,0,train/images/picture_hole_204.png,True,split_v3/train/images/picture_hole_204.png
picture_hole_204,train,train,g0.6,0,train/images/picture_hole_204_g0.6.png,False,
picture_hole_204,train,train,g1.6,0,train/images/picture_hole_204_g1.6.png,False,
picture_hole_204,train,train,r180,0,train/images/picture_hole_204_r180.png,True,split_v3/train/images/picture_hole_204_r180.png
picture_hole_204,train,train,r270,0,train/images/picture_hole_204_r270.png,True,split_v3/train/images/picture_hole_204_r270.png
picture_hole_204,train,train,r90,0,train/images/picture_hole_204_r90.png,True,split_v3/train/images/picture_hole_204_r90.png
picture_hole_204,train,val,base,0,val/images/picture_hole_204.png,True,split_v3/train/images/picture_hole_204__src_val.png
picture_hole_205,test,test,base,0,test/images/picture_hole_205.png,False,
picture_hole_205,test,train,base,0,train/images/picture_hole_205.png,True,split_v3/test/images/picture_hole_205.png
picture_hole_205,test,train,g0.6,0,train/images/picture_hole_205_g0.6.png,False,
picture_hole_205,test,train,g1.6,0,train/images/picture_hole_205_g1.6.png,False,
picture_hole_205,test,train,r180,0,train/images/picture_hole_205_r180.png,False,
picture_hole_205,test,train,r270,0,train/images/picture_hole_205_r270.png,False,
picture_hole_205,test,train,r90,0,train/images/picture_hole_205_r90.png,False,
picture_hole_206,train,test,base,0,test/images/picture_hole_206.png,True,split_v3/train/images/picture_hole_206.png
picture_hole_206,train,train,base,0,train/images/picture_hole_206.png,True,split_v3/train/images/picture_hole_206__src_train.png
picture_hole_206,train,train,g0.6,0,train/images/picture_hole_206_g0.6.png,False,
picture_hole_206,train,train,g1.6,0,train/images/picture_hole_206_g1.6.png,False,
picture_hole_206,train,train,r180,0,train/images/picture_hole_206_r180.png,True,split_v3/train/images/picture_hole_206_r180.png
picture_hole_206,train,train,r270,0,train/images/picture_hole_206_r270.png,True,split_v3/train/images/picture_hole_206_r270.png
picture_hole_206,train,train,r90,0,train/images/picture_hole_206_r90.png,True,split_v3/train/images/picture_hole_206_r90.png
picture_hole_207,train,test,base,0,test/images/picture_hole_207.png,True,split_v3/train/images/picture_hole_207.png
picture_hole_207,train,train,base,0,train/images/picture_hole_207.png,True,split_v3/train/images/picture_hole_207__src_train.png
picture_hole_207,train,train,g0.6,0,train/images/picture_hole_207_g0.6.png,False,
picture_hole_207,train,train,g1.6,0,train/images/picture_hole_207_g1.6.png,False,
picture_hole_207,train,train,r180,0,train/images/picture_hole_207_r180.png,True,split_v3/train/images/picture_hole_207_r180.png
picture_hole_207,train,train,r270,0,train/images/picture_hole_207_r270.png,True,split_v3/train/images/picture_hole_207_r270.png
picture_hole_207,train,train,r90,0,train/images/picture_hole_207_r90.png,True,split_v3/train/images/picture_hole_207_r90.png
picture_hole_208,test,test,base,0,test/images/picture_hole_208.png,False,
picture_hole_208,test,train,base,0,train/images/picture_hole_208.png,True,split_v3/test/images/picture_hole_208.png
picture_hole_208,test,train,g0.6,0,train/images/picture_hole_208_g0.6.png,False,
picture_hole_208,test,train,g1.6,0,train/images/picture_hole_208_g1.6.png,False,
picture_hole_208,test,train,r180,0,train/images/picture_hole_208_r180.png,False,
picture_hole_208,test,train,r270,0,train/images/picture_hole_208_r270.png,False,
picture_hole_208,test,train,r90,0,train/images/picture_hole_208_r90.png,False,
picture_hole_209,train,train,base,0,train/images/picture_hole_209.png,True,split_v3/train/images/picture_hole_209.png
picture_hole_209,train,train,g0.6,0,train/images/picture_hole_209_g0.6.png,False,
picture_hole_209,train,train,g1.6,0,train/images/picture_hole_209_g1.6.png,False,
picture_hole_209,train,train,r180,0,train/images/picture_hole_209_r180.png,True,split_v3/train/images/picture_hole_209_r180.png
picture_hole_209,train,train,r270,0,train/images/picture_hole_209_r270.png,True,split_v3/train/images/picture_hole_209_r270.png
picture_hole_209,train,train,r90,0,train/images/picture_hole_209_r90.png,True,split_v3/train/images/picture_hole_209_r90.png
picture_hole_209,train,val,base,0,val/images/picture_hole_209.png,True,split_v3/train/images/picture_hole_209__src_val.png
picture_hole_210,train,train,base,0,train/images/picture_hole_210.png,True,split_v3/train/images/picture_hole_210.png
picture_hole_210,train,train,g0.6,0,train/images/picture_hole_210_g0.6.png,False,
picture_hole_210,train,train,g1.6,0,train/images/picture_hole_210_g1.6.png,False,
picture_hole_210,train,train,r180,0,train/images/picture_hole_210_r180.png,True,split_v3/train/images/picture_hole_210_r180.png
picture_hole_210,train,train,r270,0,train/images/picture_hole_210_r270.png,True,split_v3/train/images/picture_hole_210_r270.png
picture_hole_210,train,train,r90,0,train/images/picture_hole_210_r90.png,True,split_v3/train/images/picture_hole_210_r90.png
picture_hole_210,train,val,base,0,val/images/picture_hole_210.png,True,split_v3/train/images/picture_hole_210__src_val.png
picture_hole_211,train,train,base,0,train/images/picture_hole_211.png,True,split_v3/train/images/picture_hole_211.png
picture_hole_211,train,train,g0.6,0,train/images/picture_hole_211_g0.6.png,False,
picture_hole_211,train,train,g1.6,0,train/images/picture_hole_211_g1.6.png,False,
picture_hole_211,train,train,r180,0,train/images/picture_hole_211_r180.png,True,split_v3/train/images/picture_hole_211_r180.png
picture_hole_211,train,train,r270,0,train/images/picture_hole_211_r270.png,True,split_v3/train/images/picture_hole_211_r270.png
picture_hole_211,train,train,r90,0,train/images/picture_hole_211_r90.png,True,split_v3/train/images/picture_hole_211_r90.png
picture_hole_211,train,val,base,0,val/images/picture_hole_211.png,True,split_v3/train/images/picture_hole_211__src_val.png
picture_hole_212,test,train,base,0,train/images/picture_hole_212.png,True,split_v3/test/images/picture_hole_212.png
picture_hole_212,test,train,g0.6,0,train/images/picture_hole_212_g0.6.png,False,
picture_hole_212,test,train,g1.6,0,train/images/picture_hole_212_g1.6.png,False,
picture_hole_212,test,train,r180,0,train/images/picture_hole_212_r180.png,False,
picture_hole_212,test,train,r270,0,train/images/picture_hole_212_r270.png,False,
picture_hole_212,test,train,r90,0,train/images/picture_hole_212_r90.png,False,
